network,autonomous_system_number,autonomous_system_organization
173.241.82.0/23,16509,amazon-02
173.231.88.0/22,16509,amazon-02
173.199.56.0/23,16509,amazon-02
173.199.38.0/24,16509,amazon-02
173.199.36.0/23,16509,amazon-02
173.83.220.0/24,16509,amazon-02
173.83.216.0/22,16509,amazon-02
173.83.214.0/24,16509,amazon-02
173.83.212.0/23,16509,amazon-02
173.199.59.0/24,16509,amazon-02
173.241.87.0/24,16509,amazon-02
173.241.94.0/24,16509,amazon-02
173.247.32.0/24,16509,amazon-02
177.72.240.0/21,16509,amazon-02
177.71.128.0/17,16509,amazon-02
176.221.82.0/23,16509,amazon-02
176.221.80.0/24,16509,amazon-02
176.124.224.0/24,16509,amazon-02
176.116.21.0/24,16509,amazon-02
176.116.14.0/24,16509,amazon-02
176.110.104.0/24,16509,amazon-02
176.34.0.0/16,16509,amazon-02
176.32.126.0/23,16509,amazon-02
176.32.120.0/22,16509,amazon-02
176.32.112.0/21,16509,amazon-02
176.32.96.0/20,16509,amazon-02
176.32.64.0/19,16509,amazon-02
175.41.128.0/17,16509,amazon-02
175.29.224.0/19,16509,amazon-02
174.34.225.0/24,16509,amazon-02
178.212.76.0/24,16509,amazon-02
185.57.218.0/24,16509,amazon-02
185.64.6.0/24,16509,amazon-02
185.64.73.0/24,16509,amazon-02
185.172.155.0/24,16509,amazon-02
185.172.153.0/24,16509,amazon-02
185.170.188.0/23,16509,amazon-02
185.169.80.0/23,16509,amazon-02
185.166.140.0/22,16509,amazon-02
185.158.109.0/24,16509,amazon-02
185.156.16.0/23,16509,amazon-02
185.175.91.0/24,16509,amazon-02
185.151.47.0/24,16509,amazon-02
185.150.179.0/24,16509,amazon-02
185.146.155.0/24,16509,amazon-02
185.146.152.0/24,16509,amazon-02
185.144.236.0/24,16509,amazon-02
185.144.18.0/23,16509,amazon-02
185.144.16.0/24,16509,amazon-02
185.143.236.0/24,16509,amazon-02
185.151.44.0/23,16509,amazon-02
185.185.77.0/24,16509,amazon-02
185.185.78.0/24,16509,amazon-02
185.187.60.0/24,16509,amazon-02
185.229.146.0/23,16509,amazon-02
185.226.166.0/24,16509,amazon-02
185.225.254.0/23,16509,amazon-02
185.225.252.0/24,16509,amazon-02
185.221.84.0/24,16509,amazon-02
185.219.146.0/23,16509,amazon-02
185.215.115.0/24,16509,amazon-02
185.214.22.0/23,16509,amazon-02
185.210.156.0/24,16509,amazon-02
185.209.210.0/24,16509,amazon-02
185.206.228.0/24,16509,amazon-02
185.206.120.0/24,16509,amazon-02
185.200.211.0/24,16509,amazon-02
185.200.208.0/23,16509,amazon-02
185.195.148.0/24,16509,amazon-02
185.195.0.0/22,16509,amazon-02
185.187.116.0/22,16509,amazon-02
185.143.16.0/24,16509,amazon-02
185.138.242.0/24,16509,amazon-02
185.138.145.0/24,16509,amazon-02
185.137.166.0/24,16509,amazon-02
185.98.156.0/24,16509,amazon-02
185.97.10.0/24,16509,amazon-02
185.95.174.0/24,16509,amazon-02
185.88.186.0/24,16509,amazon-02
185.88.184.0/23,16509,amazon-02
185.87.218.0/23,16509,amazon-02
185.85.78.0/23,16509,amazon-02
185.83.20.0/22,16509,amazon-02
185.79.75.0/24,16509,amazon-02
185.76.38.0/24,16509,amazon-02
185.75.62.0/23,16509,amazon-02
185.75.61.0/24,16509,amazon-02
185.71.228.0/23,16509,amazon-02
185.69.1.0/24,16509,amazon-02
185.68.58.0/23,16509,amazon-02
185.66.202.0/23,16509,amazon-02
185.64.74.0/24,16509,amazon-02
185.98.159.0/24,16509,amazon-02
195.88.246.0/23,16509,amazon-02
185.99.236.0/23,16509,amazon-02
185.109.96.0/23,16509,amazon-02
185.137.156.0/24,16509,amazon-02
185.135.128.0/24,16509,amazon-02
185.134.79.0/24,16509,amazon-02
185.133.138.0/24,16509,amazon-02
185.133.70.0/24,16509,amazon-02
185.129.16.0/23,16509,amazon-02
185.127.28.0/24,16509,amazon-02
185.122.214.0/24,16509,amazon-02
185.121.143.0/24,16509,amazon-02
185.121.140.0/23,16509,amazon-02
185.120.172.0/22,16509,amazon-02
185.119.223.0/24,16509,amazon-02
185.118.109.0/24,16509,amazon-02
185.115.90.0/24,16509,amazon-02
185.115.88.0/23,16509,amazon-02
185.109.132.0/22,16509,amazon-02
185.109.98.0/24,16509,amazon-02
185.99.238.0/24,16509,amazon-02
195.93.178.0/24,16509,amazon-02
195.182.198.0/24,16509,amazon-02
195.191.165.0/24,16509,amazon-02
209.169.233.0/24,16509,amazon-02
209.169.228.0/24,16509,amazon-02
209.163.96.0/24,16509,amazon-02
209.160.100.0/22,16509,amazon-02
209.127.222.0/24,16509,amazon-02
209.127.220.0/24,16509,amazon-02
209.126.65.0/24,16509,amazon-02
209.169.241.0/24,16509,amazon-02
209.114.2.0/24,16509,amazon-02
209.94.75.0/24,16509,amazon-02
209.71.45.0/24,16509,amazon-02
209.54.160.0/19,16509,amazon-02
208.127.200.0/21,16509,amazon-02
208.123.222.0/24,16509,amazon-02
208.95.53.0/24,16509,amazon-02
208.91.36.0/23,16509,amazon-02
209.114.0.0/24,16509,amazon-02
209.169.242.0/24,16509,amazon-02
209.169.245.0/24,16509,amazon-02
209.169.246.0/23,16509,amazon-02
213.109.176.0/22,16509,amazon-02
213.5.226.0/24,16509,amazon-02
212.192.221.0/24,16509,amazon-02
212.123.46.0/23,16509,amazon-02
212.104.208.0/24,16509,amazon-02
212.23.197.0/24,16509,amazon-02
212.19.236.0/24,16509,amazon-02
212.19.235.0/24,16509,amazon-02
212.8.241.0/24,16509,amazon-02
212.4.240.0/22,16509,amazon-02
211.44.103.0/24,16509,amazon-02
210.79.172.0/24,16509,amazon-02
209.222.82.0/24,16509,amazon-02
209.196.216.0/24,16509,amazon-02
209.196.215.0/24,16509,amazon-02
209.188.109.0/24,16509,amazon-02
209.182.220.0/24,16509,amazon-02
208.90.238.0/24,16509,amazon-02
213.170.156.0/22,16509,amazon-02
208.89.247.0/24,16509,amazon-02
208.82.220.0/22,16509,amazon-02
207.202.64.0/23,16509,amazon-02
207.202.20.0/24,16509,amazon-02
207.202.18.0/24,16509,amazon-02
207.202.17.0/24,16509,amazon-02
207.189.185.0/24,16509,amazon-02
207.174.61.0/24,16509,amazon-02
207.171.160.0/19,16509,amazon-02
207.207.176.0/22,16509,amazon-02
207.167.126.0/23,16509,amazon-02
207.110.138.0/23,16509,amazon-02
207.110.137.0/24,16509,amazon-02
207.90.252.0/23,16509,amazon-02
207.45.79.0/24,16509,amazon-02
207.34.11.0/24,16509,amazon-02
206.225.219.0/24,16509,amazon-02
206.225.217.0/24,16509,amazon-02
207.167.92.0/22,16509,amazon-02
207.207.185.0/24,16509,amazon-02
207.207.188.0/23,16509,amazon-02
207.207.190.0/24,16509,amazon-02
208.81.250.0/24,16509,amazon-02
208.78.128.0/21,16509,amazon-02
208.75.56.0/23,16509,amazon-02
208.73.7.0/24,16509,amazon-02
208.71.245.0/24,16509,amazon-02
208.71.210.0/24,16509,amazon-02
208.71.106.0/24,16509,amazon-02
208.71.22.0/24,16509,amazon-02
208.70.208.0/22,16509,amazon-02
208.56.48.0/20,16509,amazon-02
208.56.47.0/24,16509,amazon-02
208.56.44.0/23,16509,amazon-02
208.56.20.0/23,16509,amazon-02
208.56.19.0/24,16509,amazon-02
208.52.177.0/24,16509,amazon-02
207.230.156.0/24,16509,amazon-02
207.230.151.0/24,16509,amazon-02
208.88.34.0/24,16509,amazon-02
213.232.238.0/24,16509,amazon-02
213.255.206.0/24,16509,amazon-02
216.9.204.0/23,16509,amazon-02
216.198.52.0/24,16509,amazon-02
216.198.51.0/24,16509,amazon-02
216.198.49.0/24,16509,amazon-02
216.198.36.0/24,16509,amazon-02
216.198.34.0/23,16509,amazon-02
216.198.33.0/24,16509,amazon-02
216.198.22.0/24,16509,amazon-02
216.203.37.0/24,16509,amazon-02
216.198.20.0/23,16509,amazon-02
216.198.6.0/23,16509,amazon-02
216.198.2.0/23,16509,amazon-02
216.198.0.0/24,16509,amazon-02
216.182.236.0/23,16509,amazon-02
216.170.100.0/24,16509,amazon-02
216.169.145.0/24,16509,amazon-02
216.157.139.0/24,16509,amazon-02
216.198.16.0/22,16509,amazon-02
216.205.53.0/24,16509,amazon-02
216.205.54.0/24,16509,amazon-02
216.211.162.0/24,16509,amazon-02
217.119.104.0/23,16509,amazon-02
217.119.98.0/24,16509,amazon-02
217.119.96.0/24,16509,amazon-02
217.117.76.0/24,16509,amazon-02
217.117.71.0/24,16509,amazon-02
217.117.65.0/24,16509,amazon-02
217.8.118.0/24,16509,amazon-02
216.250.3.0/24,16509,amazon-02
216.246.99.0/24,16509,amazon-02
216.245.181.0/24,16509,amazon-02
216.245.80.0/24,16509,amazon-02
216.241.208.0/20,16509,amazon-02
216.238.190.0/24,16509,amazon-02
216.238.188.0/23,16509,amazon-02
216.221.164.0/23,16509,amazon-02
216.221.160.0/23,16509,amazon-02
216.219.113.0/24,16509,amazon-02
216.157.133.0/24,16509,amazon-02
216.157.130.0/24,16509,amazon-02
216.147.32.0/22,16509,amazon-02
216.147.30.0/23,16509,amazon-02
216.122.176.0/22,16509,amazon-02
216.120.187.0/24,16509,amazon-02
216.120.165.0/24,16509,amazon-02
216.120.142.0/24,16509,amazon-02
216.115.220.0/24,16509,amazon-02
216.115.23.0/24,16509,amazon-02
216.115.20.0/24,16509,amazon-02
216.115.17.0/24,16509,amazon-02
216.99.220.0/24,16509,amazon-02
216.99.135.0/24,16509,amazon-02
216.87.42.0/24,16509,amazon-02
216.75.104.0/21,16509,amazon-02
216.75.96.0/22,16509,amazon-02
216.74.122.0/24,16509,amazon-02
216.24.236.0/24,16509,amazon-02
216.24.45.0/24,16509,amazon-02
216.9.206.0/24,16509,amazon-02
216.137.32.0/24,16509,amazon-02
206.225.203.0/24,16509,amazon-02
216.137.34.0/23,16509,amazon-02
216.137.40.0/21,16509,amazon-02
216.147.29.0/24,16509,amazon-02
216.147.24.0/22,16509,amazon-02
216.147.23.0/24,16509,amazon-02
216.147.20.0/23,16509,amazon-02
216.147.16.0/23,16509,amazon-02
216.147.15.0/24,16509,amazon-02
216.147.12.0/23,16509,amazon-02
216.147.10.0/23,16509,amazon-02
216.147.9.0/24,16509,amazon-02
216.147.4.0/22,16509,amazon-02
216.147.3.0/24,16509,amazon-02
216.147.0.0/23,16509,amazon-02
216.145.216.0/23,16509,amazon-02
216.137.63.0/24,16509,amazon-02
216.137.61.0/24,16509,amazon-02
216.137.57.0/24,16509,amazon-02
216.137.52.0/23,16509,amazon-02
216.137.36.0/22,16509,amazon-02
173.83.208.0/22,16509,amazon-02
206.225.200.0/23,16509,amazon-02
206.198.37.0/24,16509,amazon-02
199.196.235.0/24,16509,amazon-02
199.192.13.0/24,16509,amazon-02
199.187.168.0/22,16509,amazon-02
199.165.143.0/24,16509,amazon-02
199.127.232.0/22,16509,amazon-02
199.115.200.0/24,16509,amazon-02
199.91.190.0/23,16509,amazon-02
199.250.16.0/24,16509,amazon-02
199.91.189.0/24,16509,amazon-02
199.87.145.0/24,16509,amazon-02
199.85.125.0/24,16509,amazon-02
199.65.252.0/23,16509,amazon-02
199.65.250.0/24,16509,amazon-02
199.65.249.0/24,16509,amazon-02
199.65.246.0/24,16509,amazon-02
199.65.245.0/24,16509,amazon-02
199.91.53.0/24,16509,amazon-02
199.255.32.0/24,16509,amazon-02
199.255.192.0/22,16509,amazon-02
199.255.240.0/24,16509,amazon-02
202.139.252.0/24,16509,amazon-02
202.139.236.0/22,16509,amazon-02
202.134.239.0/24,16509,amazon-02
202.128.99.0/24,16509,amazon-02
202.126.97.0/24,16509,amazon-02
202.92.197.0/24,16509,amazon-02
202.92.192.0/23,16509,amazon-02
202.52.43.0/24,16509,amazon-02
202.50.194.0/24,16509,amazon-02
202.45.131.0/24,16509,amazon-02
202.44.127.0/24,16509,amazon-02
202.44.122.0/24,16509,amazon-02
202.44.120.0/23,16509,amazon-02
202.37.72.0/24,16509,amazon-02
202.36.70.0/24,16509,amazon-02
202.8.25.0/24,16509,amazon-02
202.6.115.0/24,16509,amazon-02
199.65.242.0/24,16509,amazon-02
202.148.147.0/24,16509,amazon-02
199.65.41.0/24,16509,amazon-02
199.65.24.0/23,16509,amazon-02
198.154.180.0/23,16509,amazon-02
198.147.210.0/24,16509,amazon-02
198.147.208.0/24,16509,amazon-02
198.137.150.0/24,16509,amazon-02
198.134.6.0/23,16509,amazon-02
198.99.2.0/24,16509,amazon-02
198.97.215.0/24,16509,amazon-02
198.160.143.0/24,16509,amazon-02
198.73.58.0/24,16509,amazon-02
198.72.82.0/23,16509,amazon-02
198.72.81.0/24,16509,amazon-02
198.44.180.0/22,16509,amazon-02
195.245.230.0/23,16509,amazon-02
195.244.28.0/24,16509,amazon-02
195.234.155.0/24,16509,amazon-02
195.200.230.0/23,16509,amazon-02
198.72.84.0/22,16509,amazon-02
198.160.151.0/24,16509,amazon-02
198.169.0.0/24,16509,amazon-02
198.176.120.0/23,16509,amazon-02
199.65.20.0/22,16509,amazon-02
199.59.243.0/24,16509,amazon-02
199.47.130.0/23,16509,amazon-02
199.45.242.0/23,16509,amazon-02
199.43.186.0/24,16509,amazon-02
199.34.241.0/24,16509,amazon-02
199.30.128.0/24,16509,amazon-02
198.251.224.0/21,16509,amazon-02
198.251.192.0/19,16509,amazon-02
198.251.128.0/18,16509,amazon-02
198.212.50.0/24,16509,amazon-02
198.207.147.0/24,16509,amazon-02
198.204.13.0/24,16509,amazon-02
198.202.176.0/24,16509,amazon-02
198.183.226.0/24,16509,amazon-02
198.176.124.0/22,16509,amazon-02
198.176.123.0/24,16509,amazon-02
199.65.26.0/24,16509,amazon-02
202.160.113.0/24,16509,amazon-02
202.160.115.0/24,16509,amazon-02
202.160.117.0/24,16509,amazon-02
205.251.212.0/23,16509,amazon-02
205.251.209.0/24,16509,amazon-02
205.251.206.0/23,16509,amazon-02
205.251.203.0/24,16509,amazon-02
205.251.200.0/24,16509,amazon-02
205.251.192.0/21,16509,amazon-02
205.236.143.0/24,16509,amazon-02
205.251.215.0/24,16509,amazon-02
205.235.121.0/24,16509,amazon-02
205.220.188.0/24,16509,amazon-02
205.201.44.0/23,16509,amazon-02
205.166.195.0/24,16509,amazon-02
205.157.218.0/23,16509,amazon-02
205.147.81.0/24,16509,amazon-02
204.246.188.0/22,16509,amazon-02
204.246.187.0/24,16509,amazon-02
205.234.204.0/24,16509,amazon-02
205.251.216.0/24,16509,amazon-02
205.251.218.0/23,16509,amazon-02
205.251.222.0/23,16509,amazon-02
206.195.220.0/24,16509,amazon-02
206.195.218.0/24,16509,amazon-02
206.195.217.0/24,16509,amazon-02
206.166.248.0/23,16509,amazon-02
206.146.135.0/24,16509,amazon-02
206.130.88.0/23,16509,amazon-02
206.108.41.0/24,16509,amazon-02
206.55.103.0/24,16509,amazon-02
206.15.144.0/24,16509,amazon-02
206.15.138.0/24,16509,amazon-02
205.251.254.0/24,16509,amazon-02
205.251.253.0/24,16509,amazon-02
205.251.251.0/24,16509,amazon-02
205.251.248.0/23,16509,amazon-02
205.251.247.0/24,16509,amazon-02
205.251.240.0/22,16509,amazon-02
205.251.232.0/22,16509,amazon-02
204.246.182.0/24,16509,amazon-02
204.246.180.0/23,16509,amazon-02
204.246.175.0/24,16509,amazon-02
204.246.169.0/24,16509,amazon-02
203.201.30.0/24,16509,amazon-02
203.191.134.0/23,16509,amazon-02
203.175.2.0/23,16509,amazon-02
203.175.1.0/24,16509,amazon-02
203.83.220.0/22,16509,amazon-02
203.56.176.0/24,16509,amazon-02
203.55.215.0/24,16509,amazon-02
203.27.226.0/23,16509,amazon-02
203.27.115.0/24,16509,amazon-02
203.17.138.0/24,16509,amazon-02
203.13.75.0/24,16509,amazon-02
203.12.218.0/24,16509,amazon-02
203.2.198.0/24,16509,amazon-02
202.173.31.0/24,16509,amazon-02
202.173.26.0/23,16509,amazon-02
202.173.24.0/24,16509,amazon-02
202.160.119.0/24,16509,amazon-02
203.210.75.0/24,16509,amazon-02
206.198.131.0/24,16509,amazon-02
204.10.96.0/21,16509,amazon-02
204.15.172.0/24,16509,amazon-02
204.246.166.0/24,16509,amazon-02
204.246.164.0/24,16509,amazon-02
204.246.160.0/22,16509,amazon-02
204.239.0.0/24,16509,amazon-02
204.236.128.0/18,16509,amazon-02
204.154.231.0/24,16509,amazon-02
204.122.19.0/24,16509,amazon-02
204.122.17.0/24,16509,amazon-02
204.110.223.0/24,16509,amazon-02
204.110.220.0/23,16509,amazon-02
204.110.219.0/24,16509,amazon-02
204.90.106.0/24,16509,amazon-02
204.89.150.0/23,16509,amazon-02
204.89.149.0/24,16509,amazon-02
204.77.168.0/24,16509,amazon-02
204.48.63.0/24,16509,amazon-02
204.27.244.0/24,16509,amazon-02
204.11.174.0/23,16509,amazon-02
173.83.204.0/22,16509,amazon-02
173.83.198.0/24,16509,amazon-02
173.83.196.0/23,16509,amazon-02
142.0.190.0/24,16509,amazon-02
141.193.208.0/23,16509,amazon-02
141.193.185.0/24,16509,amazon-02
141.193.32.0/23,16509,amazon-02
141.163.214.0/24,16509,amazon-02
141.163.212.0/24,16509,amazon-02
141.163.208.0/23,16509,amazon-02
142.4.160.0/22,16509,amazon-02
141.163.204.0/23,16509,amazon-02
141.163.196.0/23,16509,amazon-02
141.163.192.0/23,16509,amazon-02
141.163.160.0/20,16509,amazon-02
141.163.128.0/19,16509,amazon-02
141.11.119.0/24,16509,amazon-02
141.11.12.0/22,16509,amazon-02
140.233.152.0/21,16509,amazon-02
141.163.200.0/23,16509,amazon-02
142.4.177.0/24,16509,amazon-02
142.4.179.0/24,16509,amazon-02
142.4.180.0/24,16509,amazon-02
143.204.16.0/20,16509,amazon-02
143.204.8.0/21,16509,amazon-02
143.204.4.0/22,16509,amazon-02
143.204.2.0/23,16509,amazon-02
143.192.51.0/24,16509,amazon-02
143.192.42.0/24,16509,amazon-02
143.192.40.0/23,16509,amazon-02
143.55.151.0/24,16509,amazon-02
142.225.34.0/24,16509,amazon-02
142.225.32.0/24,16509,amazon-02
142.202.46.0/24,16509,amazon-02
142.202.42.0/23,16509,amazon-02
142.202.40.0/24,16509,amazon-02
142.202.36.0/22,16509,amazon-02
142.202.20.0/24,16509,amazon-02
142.54.40.0/24,16509,amazon-02
142.9.255.0/24,16509,amazon-02
140.233.148.0/22,16509,amazon-02
143.204.32.0/20,16509,amazon-02
140.233.128.0/21,16509,amazon-02
140.99.234.0/23,16509,amazon-02
139.64.232.0/24,16509,amazon-02
139.60.153.0/24,16509,amazon-02
139.60.114.0/24,16509,amazon-02
139.60.113.0/24,16509,amazon-02
139.60.2.0/24,16509,amazon-02
138.188.174.0/23,16509,amazon-02
138.133.132.0/24,16509,amazon-02
139.138.105.0/24,16509,amazon-02
138.43.114.0/24,16509,amazon-02
138.32.105.0/24,16509,amazon-02
137.83.252.0/22,16509,amazon-02
137.83.214.0/24,16509,amazon-02
137.83.212.0/24,16509,amazon-02
137.83.208.0/22,16509,amazon-02
137.83.204.0/23,16509,amazon-02
137.83.202.0/23,16509,amazon-02
138.32.106.0/23,16509,amazon-02
139.180.12.0/23,16509,amazon-02
139.180.14.0/24,16509,amazon-02
139.180.31.0/24,16509,amazon-02
140.99.232.0/24,16509,amazon-02
140.99.221.0/24,16509,amazon-02
140.99.123.0/24,16509,amazon-02
140.99.72.0/22,16509,amazon-02
140.99.70.0/23,16509,amazon-02
140.99.64.0/22,16509,amazon-02
140.99.63.0/24,16509,amazon-02
140.99.61.0/24,16509,amazon-02
140.99.56.0/24,16509,amazon-02
140.99.54.0/23,16509,amazon-02
140.99.53.0/24,16509,amazon-02
140.99.50.0/23,16509,amazon-02
140.99.12.0/24,16509,amazon-02
140.19.64.0/24,16509,amazon-02
139.180.248.0/22,16509,amazon-02
139.180.246.0/23,16509,amazon-02
139.180.242.0/23,16509,amazon-02
140.150.232.0/22,16509,amazon-02
143.204.48.0/21,16509,amazon-02
143.204.57.0/24,16509,amazon-02
143.204.58.0/23,16509,amazon-02
144.220.116.0/24,16509,amazon-02
144.220.114.0/23,16509,amazon-02
144.220.113.0/24,16509,amazon-02
144.220.104.0/21,16509,amazon-02
144.220.103.0/24,16509,amazon-02
144.220.100.0/23,16509,amazon-02
144.220.99.0/24,16509,amazon-02
144.220.119.0/24,16509,amazon-02
144.220.94.0/24,16509,amazon-02
144.220.86.0/23,16509,amazon-02
144.220.84.0/24,16509,amazon-02
144.220.82.0/24,16509,amazon-02
144.220.81.0/24,16509,amazon-02
144.220.78.0/23,16509,amazon-02
144.220.76.0/24,16509,amazon-02
144.220.72.0/22,16509,amazon-02
144.220.92.0/23,16509,amazon-02
144.220.120.0/24,16509,amazon-02
144.220.122.0/24,16509,amazon-02
144.220.125.0/24,16509,amazon-02
146.0.2.0/24,16509,amazon-02
146.0.0.0/23,16509,amazon-02
145.224.212.0/24,16509,amazon-02
145.224.208.0/23,16509,amazon-02
145.224.204.0/23,16509,amazon-02
145.224.200.0/23,16509,amazon-02
145.224.198.0/24,16509,amazon-02
145.224.196.0/24,16509,amazon-02
145.224.194.0/24,16509,amazon-02
145.224.192.0/24,16509,amazon-02
145.46.170.0/24,16509,amazon-02
145.46.168.0/23,16509,amazon-02
144.220.143.0/24,16509,amazon-02
144.220.140.0/23,16509,amazon-02
144.220.136.0/22,16509,amazon-02
144.220.128.0/21,16509,amazon-02
144.220.126.0/23,16509,amazon-02
144.220.68.0/23,16509,amazon-02
144.220.64.0/22,16509,amazon-02
144.220.60.0/22,16509,amazon-02
144.220.59.0/24,16509,amazon-02
143.244.84.0/22,16509,amazon-02
143.244.82.0/23,16509,amazon-02
143.244.81.0/24,16509,amazon-02
143.204.240.0/21,16509,amazon-02
143.204.224.0/20,16509,amazon-02
143.204.192.0/19,16509,amazon-02
143.204.160.0/19,16509,amazon-02
143.204.152.0/21,16509,amazon-02
143.204.136.0/24,16509,amazon-02
143.204.128.0/21,16509,amazon-02
143.204.124.0/22,16509,amazon-02
143.204.122.0/23,16509,amazon-02
143.204.121.0/24,16509,amazon-02
143.204.112.0/21,16509,amazon-02
143.204.96.0/20,16509,amazon-02
143.204.64.0/19,16509,amazon-02
143.204.60.0/22,16509,amazon-02
144.2.170.0/24,16509,amazon-02
137.83.196.0/22,16509,amazon-02
144.81.144.0/21,16509,amazon-02
144.220.1.0/24,16509,amazon-02
144.220.56.0/24,16509,amazon-02
144.220.55.0/24,16509,amazon-02
144.220.52.0/24,16509,amazon-02
144.220.50.0/23,16509,amazon-02
144.220.49.0/24,16509,amazon-02
144.220.40.0/24,16509,amazon-02
144.220.38.0/23,16509,amazon-02
144.220.37.0/24,16509,amazon-02
144.220.31.0/24,16509,amazon-02
144.220.28.0/23,16509,amazon-02
144.220.26.0/24,16509,amazon-02
144.220.16.0/21,16509,amazon-02
144.220.14.0/23,16509,amazon-02
144.220.12.0/24,16509,amazon-02
144.220.11.0/24,16509,amazon-02
144.220.4.0/23,16509,amazon-02
144.220.2.0/23,16509,amazon-02
144.81.152.0/24,16509,amazon-02
146.0.5.0/24,16509,amazon-02
137.83.195.0/24,16509,amazon-02
136.226.220.0/23,16509,amazon-02
130.176.24.0/23,16509,amazon-02
130.176.16.0/23,16509,amazon-02
130.176.14.0/24,16509,amazon-02
130.176.13.0/24,16509,amazon-02
130.176.11.0/24,16509,amazon-02
130.176.9.0/24,16509,amazon-02
130.176.6.0/24,16509,amazon-02
130.176.27.0/24,16509,amazon-02
130.176.4.0/23,16509,amazon-02
130.150.64.0/19,16509,amazon-02
130.137.254.0/24,16509,amazon-02
130.137.230.0/24,16509,amazon-02
130.137.227.0/24,16509,amazon-02
130.137.219.0/24,16509,amazon-02
130.137.215.0/24,16509,amazon-02
130.137.150.0/24,16509,amazon-02
130.176.0.0/22,16509,amazon-02
130.176.28.0/23,16509,amazon-02
130.176.30.0/24,16509,amazon-02
130.176.32.0/21,16509,amazon-02
130.176.92.0/23,16509,amazon-02
130.176.88.0/22,16509,amazon-02
130.176.86.0/23,16509,amazon-02
130.176.76.0/24,16509,amazon-02
130.176.75.0/24,16509,amazon-02
130.176.71.0/24,16509,amazon-02
130.176.68.0/24,16509,amazon-02
130.176.66.0/23,16509,amazon-02
130.176.65.0/24,16509,amazon-02
130.176.56.0/24,16509,amazon-02
130.176.54.0/23,16509,amazon-02
130.176.53.0/24,16509,amazon-02
130.176.50.0/24,16509,amazon-02
130.176.48.0/24,16509,amazon-02
130.176.45.0/24,16509,amazon-02
130.176.43.0/24,16509,amazon-02
130.176.40.0/24,16509,amazon-02
130.137.133.0/24,16509,amazon-02
130.176.96.0/22,16509,amazon-02
130.137.124.0/24,16509,amazon-02
130.137.102.0/24,16509,amazon-02
122.248.192.0/18,16509,amazon-02
117.120.16.0/23,16509,amazon-02
116.214.120.0/23,16509,amazon-02
116.214.100.0/23,16509,amazon-02
116.199.224.0/21,16509,amazon-02
116.197.150.0/23,16509,amazon-02
114.56.64.0/18,16509,amazon-02
122.252.145.0/24,16509,amazon-02
113.212.179.0/24,16509,amazon-02
109.232.88.0/21,16509,amazon-02
109.224.233.0/24,16509,amazon-02
109.95.191.0/24,16509,amazon-02
109.68.71.0/24,16509,amazon-02
108.165.154.0/23,16509,amazon-02
108.165.42.0/23,16509,amazon-02
108.160.212.0/22,16509,amazon-02
113.192.24.0/24,16509,amazon-02
122.252.146.0/23,16509,amazon-02
122.252.148.0/22,16509,amazon-02
124.110.200.0/23,16509,amazon-02
130.137.86.0/24,16509,amazon-02
130.137.78.0/24,16509,amazon-02
130.137.28.0/24,16509,amazon-02
130.137.20.0/24,16509,amazon-02
130.137.12.0/24,16509,amazon-02
130.137.11.0/24,16509,amazon-02
130.50.35.0/24,16509,amazon-02
130.41.134.0/23,16509,amazon-02
130.41.128.0/22,16509,amazon-02
129.41.222.0/24,16509,amazon-02
129.41.174.0/23,16509,amazon-02
129.41.167.0/24,16509,amazon-02
129.41.88.0/23,16509,amazon-02
129.41.76.0/23,16509,amazon-02
129.33.243.0/24,16509,amazon-02
129.33.138.0/23,16509,amazon-02
128.65.168.0/22,16509,amazon-02
130.137.112.0/24,16509,amazon-02
130.176.100.0/24,16509,amazon-02
130.176.104.0/23,16509,amazon-02
130.176.106.0/24,16509,amazon-02
134.224.0.0/17,16509,amazon-02
134.65.170.0/23,16509,amazon-02
132.75.97.0/24,16509,amazon-02
131.232.78.0/24,16509,amazon-02
131.232.76.0/23,16509,amazon-02
131.232.37.0/24,16509,amazon-02
131.226.184.0/23,16509,amazon-02
134.224.128.0/18,16509,amazon-02
130.248.237.0/24,16509,amazon-02
130.248.227.0/24,16509,amazon-02
130.248.224.0/24,16509,amazon-02
130.248.220.0/22,16509,amazon-02
130.248.216.0/23,16509,amazon-02
130.248.202.0/23,16509,amazon-02
130.248.199.0/24,16509,amazon-02
130.248.178.0/24,16509,amazon-02
130.248.228.0/22,16509,amazon-02
134.224.192.0/19,16509,amazon-02
134.224.224.0/20,16509,amazon-02
134.224.242.0/23,16509,amazon-02
136.226.218.0/23,16509,amazon-02
136.184.235.0/24,16509,amazon-02
136.184.232.0/23,16509,amazon-02
136.184.230.0/23,16509,amazon-02
136.184.229.0/24,16509,amazon-02
136.184.226.0/23,16509,amazon-02
136.175.113.0/24,16509,amazon-02
136.175.106.0/23,16509,amazon-02
136.175.24.0/23,16509,amazon-02
136.18.140.0/23,16509,amazon-02
136.18.134.0/23,16509,amazon-02
136.18.32.0/23,16509,amazon-02
136.18.20.0/22,16509,amazon-02
136.18.18.0/23,16509,amazon-02
135.84.124.0/24,16509,amazon-02
134.224.248.0/22,16509,amazon-02
134.224.244.0/22,16509,amazon-02
130.248.177.0/24,16509,amazon-02
130.248.166.0/23,16509,amazon-02
130.248.165.0/24,16509,amazon-02
130.248.158.0/24,16509,amazon-02
