network,autonomous_system_number,autonomous_system_organization
2404:9dc0:cd01::/48,138699,tiktok-pte.-ltd.
2404:9dc0:cd03::/48,138699,tiktok-pte.-ltd.
71.18.247.0/24,138699,tiktok-pte.-ltd.
71.18.252.0/23,138699,tiktok-pte.-ltd.
71.18.255.0/24,138699,tiktok-pte.-ltd.
103.136.220.0/23,138699,tiktok-pte.-ltd.
103.136.222.0/24,138699,tiktok-pte.-ltd.
118.26.132.0/24,138699,tiktok-pte.-ltd.
