network,autonomous_system_number,autonomous_system_organization
104.134.224.0/22,36384,google-it
104.134.222.0/23,36384,google-it
104.134.218.0/24,36384,google-it
104.134.216.0/24,36384,google-it
104.134.215.0/24,36384,google-it
104.134.213.0/24,36384,google-it
104.134.208.0/23,36384,google-it
104.133.176.0/23,36384,google-it
104.134.202.0/24,36384,google-it
104.134.198.0/23,36384,google-it
104.134.197.0/24,36384,google-it
104.134.243.0/24,36384,google-it
104.134.245.0/24,36384,google-it
104.134.246.0/23,36384,google-it
104.134.248.0/21,36384,google-it
104.135.252.0/24,36384,google-it
104.135.244.0/22,36384,google-it
104.135.224.0/20,36384,google-it
104.135.176.0/20,36384,google-it
104.135.172.0/22,36384,google-it
104.135.171.0/24,36384,google-it
104.135.168.0/23,36384,google-it
104.134.194.0/24,36384,google-it
104.135.167.0/24,36384,google-it
89.207.229.0/24,36384,google-it
104.135.164.0/24,36384,google-it
104.135.163.0/24,36384,google-it
104.132.0.0/22,36384,google-it
104.135.161.0/24,36384,google-it
104.135.128.0/19,36384,google-it
104.135.0.0/17,36384,google-it
89.207.224.0/24,36384,google-it
104.134.193.0/24,36384,google-it
104.134.204.0/23,36384,google-it
104.134.189.0/24,36384,google-it
104.134.128.0/23,36384,google-it
104.134.96.0/19,36384,google-it
104.134.80.0/20,36384,google-it
104.134.78.0/23,36384,google-it
104.134.68.0/23,36384,google-it
104.134.64.0/22,36384,google-it
104.134.0.0/18,36384,google-it
104.133.224.0/19,36384,google-it
104.133.208.0/20,36384,google-it
104.133.204.0/22,36384,google-it
104.133.202.0/23,36384,google-it
104.132.8.0/21,36384,google-it
104.133.200.0/24,36384,google-it
104.133.192.0/21,36384,google-it
104.133.184.0/21,36384,google-it
104.133.180.0/22,36384,google-it
104.132.16.0/21,36384,google-it
104.134.130.0/24,36384,google-it
104.134.190.0/24,36384,google-it
104.134.132.0/22,36384,google-it
104.134.165.0/24,36384,google-it
104.134.186.0/23,36384,google-it
104.134.184.0/24,36384,google-it
104.134.182.0/23,36384,google-it
104.134.181.0/24,36384,google-it
104.134.178.0/24,36384,google-it
104.134.174.0/23,36384,google-it
104.134.173.0/24,36384,google-it
104.134.171.0/24,36384,google-it
104.134.155.0/24,36384,google-it
104.134.150.0/24,36384,google-it
104.132.112.0/23,36384,google-it
104.134.148.0/23,36384,google-it
104.134.146.0/24,36384,google-it
104.134.144.0/23,36384,google-it
104.134.140.0/22,36384,google-it
151.207.24.0/24,16550,google-private-cloud
137.75.122.0/24,16550,google-private-cloud
165.85.151.0/24,16550,google-private-cloud
165.85.252.0/24,16550,google-private-cloud
151.207.26.0/24,16550,google-private-cloud
2606:40::/32,36492,googlewifi
209.107.176.0/20,36492,googlewifi
2605:ef80::/42,36492,googlewifi
2605:ef80:8000::/40,36492,googlewifi
216.252.220.0/23,36492,googlewifi
2604:ca00:f::/48,36492,googlewifi
2604:ca00:f041::/48,36492,googlewifi
2604:ca00:180::/43,36492,googlewifi
2604:ca00:d000::/48,36492,googlewifi
2604:ca00:e000::/48,36492,googlewifi
2604:ca00:f000::/48,36492,googlewifi
2604:ca00:f00a::/47,36492,googlewifi
2604:ca00:f00c::/48,36492,googlewifi
172.102.8.0/21,36492,googlewifi
2604:ca00:f00e::/47,36492,googlewifi
2604:ca00:f014::/46,36492,googlewifi
2604:ca00:f018::/45,36492,googlewifi
2604:ca00:f020::/47,36492,googlewifi
2604:ca00:f022::/48,36492,googlewifi
2604:ca00:f024::/46,36492,googlewifi
2604:ca00:f029::/48,36492,googlewifi
2604:ca00:f031::/48,36492,googlewifi
2604:ca00:f032::/47,36492,googlewifi
2604:ca00:8000::/35,36492,googlewifi
2604:ca00:1140::/43,36492,googlewifi
2604:ca00:1000::/48,36492,googlewifi
2604:ca00:241::/48,36492,googlewifi
2604:ca00:1c0::/46,36492,googlewifi
2604:ca00:1c4::/47,36492,googlewifi
2604:ca00:1c8::/45,36492,googlewifi
2604:ca00:1d0::/46,36492,googlewifi
2604:ca00:1d4::/47,36492,googlewifi
2604:ca00:1d8::/45,36492,googlewifi
2604:ca00:1e0::/43,36492,googlewifi
2604:ca00:100::/41,36492,googlewifi
2604:ca00:216::/48,36492,googlewifi
2604:ca00:21a::/47,36492,googlewifi
2604:ca00:21c::/46,36492,googlewifi
2604:ca00:220::/47,36492,googlewifi
2604:ca00:222::/48,36492,googlewifi
2604:ca00:224::/47,36492,googlewifi
2604:ca00:226::/48,36492,googlewifi
2604:ca00:233::/48,36492,googlewifi
2604:ca00:219::/48,36492,googlewifi
2604:ca00:1100::/42,36492,googlewifi
136.22.20.0/23,36492,googlewifi
136.22.83.0/24,36492,googlewifi
136.23.32.0/22,36492,googlewifi
136.23.36.0/23,36492,googlewifi
162.120.128.0/19,36492,googlewifi
162.120.160.0/22,36492,googlewifi
64.9.228.0/23,36492,googlewifi
64.9.224.0/23,36492,googlewifi
136.23.28.0/23,36492,googlewifi
162.120.164.0/23,36492,googlewifi
162.120.168.0/21,36492,googlewifi
162.120.176.0/24,36492,googlewifi
136.22.76.0/22,36492,googlewifi
136.22.64.0/23,36492,googlewifi
136.22.16.0/22,36492,googlewifi
136.22.12.0/22,36492,googlewifi
162.120.167.0/24,36492,googlewifi
136.23.16.0/21,36492,googlewifi
136.23.24.0/22,36492,googlewifi
136.22.228.0/23,36492,googlewifi
136.22.86.0/23,36492,googlewifi
136.22.92.0/22,36492,googlewifi
136.22.96.0/20,36492,googlewifi
136.22.112.0/22,36492,googlewifi
136.22.122.0/23,36492,googlewifi
136.22.224.0/22,36492,googlewifi
136.23.0.0/20,36492,googlewifi
136.22.85.0/24,36492,googlewifi
136.22.232.0/23,36492,googlewifi
64.9.248.0/21,36492,googlewifi
64.9.244.0/22,36492,googlewifi
64.9.236.0/22,36492,googlewifi
136.22.237.0/24,36492,googlewifi
136.22.239.0/24,36492,googlewifi
136.22.240.0/23,36492,googlewifi
136.22.231.0/24,36492,googlewifi
34.64.0.0/19,139070,google-asia-pacific-pte.-ltd.
34.64.64.0/22,139070,google-asia-pacific-pte.-ltd.
34.64.128.0/22,139070,google-asia-pacific-pte.-ltd.
34.101.19.0/24,139190,google-asia-pacific-pte.-ltd.
34.101.16.0/23,139190,google-asia-pacific-pte.-ltd.
2404:f340::/34,139070,google-asia-pacific-pte.-ltd.
2404:f340:4000::/34,139190,google-asia-pacific-pte.-ltd.
34.101.0.0/20,139190,google-asia-pacific-pte.-ltd.
34.116.0.0/20,139070,google-asia-pacific-pte.-ltd.
34.101.20.0/22,139190,google-asia-pacific-pte.-ltd.
34.101.24.0/21,139190,google-asia-pacific-pte.-ltd.
208.117.248.0/23,43515,google-ireland-limited
208.117.253.0/24,43515,google-ireland-limited
208.117.255.0/24,43515,google-ireland-limited
64.15.113.0/24,43515,google-ireland-limited
64.15.114.0/23,43515,google-ireland-limited
104.237.184.0/22,43515,google-ireland-limited
64.15.116.0/22,43515,google-ireland-limited
64.15.127.0/24,43515,google-ireland-limited
216.239.60.0/24,43515,google-ireland-limited
2001:4860:4805::/48,43515,google-ireland-limited
64.15.124.0/23,43515,google-ireland-limited
208.117.244.0/22,43515,google-ireland-limited
208.117.242.0/23,43515,google-ireland-limited
208.117.237.0/24,43515,google-ireland-limited
208.117.239.0/24,43515,google-ireland-limited
104.237.176.0/21,43515,google-ireland-limited
208.117.235.0/24,43515,google-ireland-limited
208.117.232.0/23,43515,google-ireland-limited
208.117.224.0/21,43515,google-ireland-limited
208.65.152.0/22,43515,google-ireland-limited
64.15.120.0/23,43515,google-ireland-limited
104.237.161.0/24,43515,google-ireland-limited
104.237.162.0/23,43515,google-ireland-limited
104.237.165.0/24,43515,google-ireland-limited
104.237.166.0/24,43515,google-ireland-limited
104.237.173.0/24,43515,google-ireland-limited
104.237.191.0/24,43515,google-ireland-limited
208.117.241.0/24,43515,google-ireland-limited
104.237.174.0/23,43515,google-ireland-limited
64.15.122.0/24,43515,google-ireland-limited
2620:11a:a001::/48,43515,google-ireland-limited
2620:11a:a014::/47,43515,google-ireland-limited
2620:11a:a032::/48,43515,google-ireland-limited
2620:11a:a010::/46,43515,google-ireland-limited
2620:11a:a008::/45,43515,google-ireland-limited
2620:11a:a004::/46,43515,google-ireland-limited
2620:11a:a002::/47,43515,google-ireland-limited
2620:11a:a03f::/48,43515,google-ireland-limited
2620:11a:a030::/48,43515,google-ireland-limited
2620:11a:a02f::/48,43515,google-ireland-limited
2620:11a:a02c::/48,43515,google-ireland-limited
2620:11a:a02b::/48,43515,google-ireland-limited
2620:11a:a028::/48,43515,google-ireland-limited
2620:11a:a026::/47,43515,google-ireland-limited
2620:11a:a020::/46,43515,google-ireland-limited
2620:11a:a01e::/47,43515,google-ireland-limited
2620:11a:a01d::/48,43515,google-ireland-limited
2620:11a:a018::/46,43515,google-ireland-limited
2620:11a:a040::/42,43515,google-ireland-limited
2620:11a:a080::/41,43515,google-ireland-limited
2620:11a:a016::/48,43515,google-ireland-limited
2620:11a:a035::/48,43515,google-ireland-limited
2a00:79e0:4000::/34,45566,google-singapore-pte.-ltd.
89.207.228.0/24,45566,google-singapore-pte.-ltd.
89.207.231.0/24,45566,google-singapore-pte.-ltd.
2a00:79e0:400::/40,45566,google-singapore-pte.-ltd.
2a00:79e0:200::/39,45566,google-singapore-pte.-ltd.
2a00:79e0:180::/41,45566,google-singapore-pte.-ltd.
2a00:79e0::/40,45566,google-singapore-pte.-ltd.
2a00:79e0:110::/44,45566,google-singapore-pte.-ltd.
2a00:79e0:108::/45,45566,google-singapore-pte.-ltd.
2401:fa00::/42,45566,google-singapore-pte.-ltd.
2a00:79e0:104::/46,45566,google-singapore-pte.-ltd.
2401:fa00:60::/43,45566,google-singapore-pte.-ltd.
2401:fa00:80::/41,45566,google-singapore-pte.-ltd.
2401:fa00:100::/40,45566,google-singapore-pte.-ltd.
2401:fa00:200::/39,45566,google-singapore-pte.-ltd.
2401:fa00:400::/38,45566,google-singapore-pte.-ltd.
2401:fa00:800::/37,45566,google-singapore-pte.-ltd.
2a00:79e0:102::/47,45566,google-singapore-pte.-ltd.
2401:fa00:1000::/36,45566,google-singapore-pte.-ltd.
2401:fa00:2000::/35,45566,google-singapore-pte.-ltd.
2401:fa00:4000::/34,45566,google-singapore-pte.-ltd.
2401:fa00:8000::/33,45566,google-singapore-pte.-ltd.
185.25.28.0/23,45566,google-singapore-pte.-ltd.
2a00:79e0:100::/48,45566,google-singapore-pte.-ltd.
2620:15c::/36,45566,google-singapore-pte.-ltd.
2a00:79e0:8000::/33,45566,google-singapore-pte.-ltd.
2a00:79e0:120::/43,45566,google-singapore-pte.-ltd.
104.135.253.0/24,45566,google-singapore-pte.-ltd.
2a00:79e0:502::/48,45566,google-singapore-pte.-ltd.
104.135.254.0/24,45566,google-singapore-pte.-ltd.
2a00:79e0:140::/42,45566,google-singapore-pte.-ltd.
2a00:79e0:505::/48,45566,google-singapore-pte.-ltd.
2620:0:1000::/40,45566,google-singapore-pte.-ltd.
2a00:79e0:50c::/46,45566,google-singapore-pte.-ltd.
2a00:79e0:510::/44,45566,google-singapore-pte.-ltd.
2a00:79e0:506::/47,45566,google-singapore-pte.-ltd.
2a00:79e0:540::/42,45566,google-singapore-pte.-ltd.
2a00:79e0:580::/41,45566,google-singapore-pte.-ltd.
2a00:79e0:600::/39,45566,google-singapore-pte.-ltd.
2a00:79e0:800::/37,45566,google-singapore-pte.-ltd.
2a00:79e0:1000::/36,45566,google-singapore-pte.-ltd.
2a00:79e0:2000::/35,45566,google-singapore-pte.-ltd.
2a00:79e0:520::/43,45566,google-singapore-pte.-ltd.
104.134.240.0/23,41264,google-switzerland-gmbh
104.133.141.0/24,41264,google-switzerland-gmbh
104.133.157.0/24,41264,google-switzerland-gmbh
104.133.179.0/24,41264,google-switzerland-gmbh
104.133.201.0/24,41264,google-switzerland-gmbh
104.134.242.0/24,41264,google-switzerland-gmbh
104.132.154.0/24,41264,google-switzerland-gmbh
104.135.160.0/24,41264,google-switzerland-gmbh
104.135.162.0/24,41264,google-switzerland-gmbh
104.135.165.0/24,41264,google-switzerland-gmbh
104.135.166.0/24,41264,google-switzerland-gmbh
104.135.170.0/24,41264,google-switzerland-gmbh
104.133.44.0/24,41264,google-switzerland-gmbh
104.134.244.0/24,41264,google-switzerland-gmbh
104.133.6.0/23,41264,google-switzerland-gmbh
104.133.5.0/24,41264,google-switzerland-gmbh
104.132.222.0/24,41264,google-switzerland-gmbh
104.132.153.0/24,41264,google-switzerland-gmbh
104.132.146.0/24,41264,google-switzerland-gmbh
104.132.142.0/24,41264,google-switzerland-gmbh
104.132.140.0/24,41264,google-switzerland-gmbh
104.132.133.0/24,41264,google-switzerland-gmbh
104.132.124.0/24,41264,google-switzerland-gmbh
104.132.179.0/24,41264,google-switzerland-gmbh
104.132.117.0/24,41264,google-switzerland-gmbh
104.132.114.0/24,41264,google-switzerland-gmbh
104.132.72.0/24,41264,google-switzerland-gmbh
104.132.62.0/24,41264,google-switzerland-gmbh
104.132.61.0/24,41264,google-switzerland-gmbh
104.132.59.0/24,41264,google-switzerland-gmbh
104.132.185.0/24,41264,google-switzerland-gmbh
104.132.57.0/24,41264,google-switzerland-gmbh
104.132.52.0/24,41264,google-switzerland-gmbh
104.132.42.0/24,41264,google-switzerland-gmbh
104.132.40.0/24,41264,google-switzerland-gmbh
104.132.38.0/24,41264,google-switzerland-gmbh
104.132.36.0/23,41264,google-switzerland-gmbh
104.132.31.0/24,41264,google-switzerland-gmbh
104.132.25.0/24,41264,google-switzerland-gmbh
104.132.6.0/24,41264,google-switzerland-gmbh
104.132.186.0/24,41264,google-switzerland-gmbh
104.132.191.0/24,41264,google-switzerland-gmbh
104.132.205.0/24,41264,google-switzerland-gmbh
104.132.207.0/24,41264,google-switzerland-gmbh
104.132.213.0/24,41264,google-switzerland-gmbh
104.132.214.0/23,41264,google-switzerland-gmbh
104.132.169.0/24,41264,google-switzerland-gmbh
104.132.118.0/24,41264,google-switzerland-gmbh
